outageId,outageGisId,outageRegionId,outageMunicipality,outageArea,outageCause,numCustomersOut,crewEta,dateServiceOut,dateServiceRestored,estDateServiceRestored,crewEtr,outageLastUpdated,outageRegionName,outageLatitude,outageLongitude,nearestSubstationId,outageToSubstationDistance,substationName,substationCity,typeOfSubstation,statusOfSubstation,substationLatitude,substationLongitude
2537109,2510996.0,1602896846,Campbell River,1700 block SPRUCE ST,Under investigation,1,2025-01-10 17:30:00+00:00,2025-01-10 16:44:00+00:00,2025-01-10 18:48:50+00:00,2025-01-10 18:40:00+00:00,2025-01-10 18:40:00+00:00,2025-01-10 17:40:43+00:00,North VI,50.032232,-125.270925,200029,2.02098632879691,CAMPBELL RIVER,CAMPBELL RIVER,SUBSTATION,IN SERVICE,50.02,-125.25
2537108,2510995.0,521980323,Vancouver,300 block E HASTINGS ST,Planned work being done on our equipment,1,2025-01-10 16:50:00+00:00,2025-01-10 16:45:16+00:00,2025-01-10 19:32:49+00:00,2025-01-10 23:30:00+00:00,2025-01-10 23:30:00+00:00,2025-01-10 16:47:36+00:00,Lower Mainland,49.280844,-123.096963,200092,0.2394573652166078,MURRIN,VANCOUVER,SUBSTATION,IN SERVICE,49.28,-123.1
2537242,2511128.0,725364552,Sicamous,"South-West of TRANS CAN HWY, North-East of HWY 97A",Transmission circuit failure,1005,2025-01-10 18:25:00+00:00,2025-01-10 16:48:00+00:00,2025-01-11 00:51:15+00:00,2025-01-11 00:00:00+00:00,2025-01-11 00:00:00+00:00,2025-01-10 23:05:56+00:00,Thompson/Shuswap,50.924942,-118.709675,200301,20.56074475073969,SICAMOUS,NOT AVAILABLE,SUBSTATION,IN SERVICE,50.84,-118.97
2537241,2511127.0,725364552,Sicamous,South of OLD TOWN RD,Transmission circuit failure,1773,2025-01-10 18:25:00+00:00,2025-01-10 16:50:00+00:00,2025-01-11 00:51:15+00:00,2025-01-11 00:00:00+00:00,2025-01-11 00:00:00+00:00,2025-01-10 23:05:56+00:00,Thompson/Shuswap,50.773992,-119.002433,200301,7.685430112151819,SICAMOUS,NOT AVAILABLE,SUBSTATION,IN SERVICE,50.84,-118.97
2537254,2511139.0,725364552,Sicamous,"East of SUNNYBRAE CANOE POINT RD, West of HWY 97A",Motor vehicle accident,1250,2025-01-10 18:25:00+00:00,2025-01-10 16:51:45+00:00,2025-01-11 00:51:15+00:00,2025-01-11 00:00:00+00:00,2025-01-11 00:00:00+00:00,2025-01-10 23:05:56+00:00,Thompson/Shuswap,50.815879,-119.020112,200301,4.4251594751246355,SICAMOUS,NOT AVAILABLE,SUBSTATION,IN SERVICE,50.84,-118.97
2537234,2511120.0,725364552,Sicamous,North of AMY RD,Transmission circuit failure,317,2025-01-10 18:25:00+00:00,2025-01-10 16:51:46+00:00,2025-01-11 00:51:15+00:00,2025-01-11 00:00:00+00:00,2025-01-11 00:00:00+00:00,2025-01-10 23:06:42+00:00,Thompson/Shuswap,50.863661,-118.959553,200301,2.7312863143291155,SICAMOUS,NOT AVAILABLE,SUBSTATION,IN SERVICE,50.84,-118.97
2537259,2511144.0,725364552,Salmon Arm,South of TRANS CAN HWY,Motor vehicle accident,49,2025-01-10 19:00:00+00:00,2025-01-10 17:02:00+00:00,2025-01-11 00:51:15+00:00,2025-01-11 00:00:00+00:00,2025-01-11 00:00:00+00:00,2025-01-10 23:05:56+00:00,Thompson/Shuswap,50.790678,-119.089456,200301,10.02551492455211,SICAMOUS,NOT AVAILABLE,SUBSTATION,IN SERVICE,50.84,-118.97
2537256,2511141.0,521980323,Vancouver,"North of 18TH AVE, East of COPLEY ST, South-West of 17TH AVE",Planned work being done on our equipment,20,2025-01-10 17:05:00+00:00,2025-01-10 17:02:14+00:00,2025-01-11 02:11:48+00:00,2025-01-11 01:00:00+00:00,2025-01-11 01:00:00+00:00,2025-01-10 23:06:49+00:00,Lower Mainland,49.254429,-123.054618,200096,2.863040656168864,TAP200096,VANCOUVER,TAP,IN SERVICE,49.28,-123.05
2537260,2511145.0,521980323,Chilliwack,48100 block AUCHENWAY RD,Planned work being done on our equipment,1,2025-01-10 17:10:00+00:00,2025-01-10 17:06:07+00:00,2025-01-10 19:47:14+00:00,2025-01-10 20:30:00+00:00,2025-01-10 20:30:00+00:00,2025-01-10 17:07:17+00:00,Lower Mainland,49.081596,-121.894416,200172,8.979856498466349,TAP200172,NOT AVAILABLE,TAP,IN SERVICE,49.15,-121.96
2537263,2511148.0,521980323,Port Coquitlam,1800 block KINGSWAY AVE,Planned work being done on our equipment,1,2025-01-10 17:10:00+00:00,2025-01-10 17:07:58+00:00,2025-01-10 19:20:47+00:00,2025-01-10 20:00:00+00:00,2025-01-10 20:00:00+00:00,2025-01-10 17:09:02+00:00,Lower Mainland,49.254812,-122.767626,202218,1.067342279005032,UNKNOWN202218,PORT COQUITLAM,SUBSTATION,IN SERVICE,49.26,-122.78
2537264,2511149.0,1602964060,Terrace,900 block ROBIN DR P1,Planned work being done on our equipment,1,2025-01-10 17:10:00+00:00,2025-01-10 17:10:08+00:00,2025-01-10 20:27:51+00:00,2025-01-10 22:00:00+00:00,2025-01-10 22:00:00+00:00,2025-01-10 17:10:47+00:00,Northern,54.475451,-128.725207,200229,6.772839405183007,SKEENA,NOT AVAILABLE,SUBSTATION,IN SERVICE,54.45,-128.63
2537265,2511150.0,521980323,Vancouver,"North of 26TH AVE, East of DUNBAR ST, West of DUNKIRK ST, South of KING EDWARD AVE",Planned work being done on our equipment,17,2025-01-10 17:15:00+00:00,2025-01-10 17:11:58+00:00,2025-01-10 21:47:04+00:00,2025-01-10 23:00:00+00:00,2025-01-10 23:00:00+00:00,2025-01-10 17:12:54+00:00,Lower Mainland,49.249459,-123.184281,200091,1.1425322039663681,CAMOSUN,VANCOUVER,SUBSTATION,IN SERVICE,49.25,-123.2
2537271,2511156.0,1812901382,Ganges,1300 block FULFORD-GANGES RD,Under investigation,1,2025-01-10 18:15:00+00:00,2025-01-10 17:14:00+00:00,2025-01-10 20:11:29+00:00,,,2025-01-10 19:01:48+00:00,South VI,48.807835,-123.478917,200072,5.899506571223316,TRINCOMALI,NOT AVAILABLE,SUBSTATION,IN SERVICE,48.85,-123.43
2537269,2511154.0,521980323,Langley,4400 block 203 ST,Planned work being done on our equipment,13,2025-01-10 17:20:00+00:00,2025-01-10 17:17:38+00:00,2025-01-10 20:11:29+00:00,2025-01-10 23:00:00+00:00,2025-01-10 23:00:00+00:00,2025-01-10 17:29:43+00:00,Lower Mainland,49.083901,-122.662607,200008,2.192836940372319,MCLELLAN,NOT AVAILABLE,SUBSTATION,IN SERVICE,49.1,-122.68
2537273,2511158.0,1602896846,Campbell River,7000 block BREWSTER LAKE RD,Under investigation,1,2025-01-10 19:10:00+00:00,2025-01-10 17:19:00+00:00,2025-01-10 19:47:14+00:00,,,2025-01-10 19:07:32+00:00,North VI,50.043944,-125.34119,200027,2.2701135025058057,JOHN HART,NOT AVAILABLE,SUBSTATION,IN SERVICE,50.04,-125.31
2537272,2511157.0,1812901382,Lake Cowichan,"West of ELK RD, North of RIVER RD, East of YOUBOU RD, South of BEAVER RD",Planned work being done on our equipment,10,2025-01-10 17:20:00+00:00,2025-01-10 17:20:17+00:00,2025-01-10 22:29:39+00:00,2025-01-10 22:00:00+00:00,2025-01-10 22:00:00+00:00,2025-01-10 20:47:34+00:00,South VI,48.828662,-124.067664,200054,1.1146691279827206,LAKE COWICHAN,LAKE COWICHAN,SUBSTATION,IN SERVICE,48.82,-124.06
2537274,2511159.0,521980323,Surrey,16800 block 104 AVE,Planned work being done on our equipment,3,,2025-01-10 17:21:42+00:00,2025-01-10 23:09:49+00:00,2025-01-11 01:00:00+00:00,2025-01-11 01:00:00+00:00,2025-01-10 17:23:07+00:00,Lower Mainland,49.191599,-122.753927,200002,6.2575003116081795,WHALLEY,SURREY,SUBSTATION,IN SERVICE,49.19,-122.84
2537275,2511160.0,521980323,North Vancouver,"1100 block BEECHWOOD CRES, 1300 - 1400 block MCBRIDE ST",Planned work being done on our equipment,15,2025-01-10 17:25:00+00:00,2025-01-10 17:23:34+00:00,2025-01-10 21:09:14+00:00,2025-01-11 01:30:00+00:00,2025-01-11 01:30:00+00:00,2025-01-10 17:24:24+00:00,Lower Mainland,49.318408,-123.113227,200130,0.5218605434203736,NORGATE,NORTH VANCOUVER DISTRICT,SUBSTATION,IN SERVICE,49.32,-123.12
2537276,2511161.0,521980323,Vancouver,"West of RENFREW ST, South of PANDORA ST, East of KASLO ST, North of FRANKLIN ST",Planned work being done on our equipment,20,2025-01-10 17:25:00+00:00,2025-01-10 17:24:08+00:00,2025-01-10 21:09:14+00:00,2025-01-10 23:00:00+00:00,2025-01-10 23:00:00+00:00,2025-01-10 17:25:49+00:00,Lower Mainland,49.282521,-123.044835,200096,0.46791912521237156,TAP200096,VANCOUVER,TAP,IN SERVICE,49.28,-123.05
2537277,2511162.0,1602896846,Chemainus,9400 block CHEMAINUS RD,Planned work being done on our equipment,6,2025-01-10 17:30:00+00:00,2025-01-10 17:24:36+00:00,2025-01-10 23:09:49+00:00,2025-01-10 23:30:00+00:00,2025-01-10 23:30:00+00:00,2025-01-10 20:49:04+00:00,North VI,48.912695,-123.709447,200056,6.4364081501114025,CROFTON,NOT AVAILABLE,SUBSTATION,IN SERVICE,48.87,-123.65
2537281,2511166.0,521980323,North Vancouver,200 block NEWDALE CRT,Planned work being done on our equipment,10,2025-01-10 17:35:00+00:00,2025-01-10 17:31:42+00:00,2025-01-10 22:47:11+00:00,2025-01-10 23:00:00+00:00,2025-01-10 23:00:00+00:00,2025-01-10 17:48:02+00:00,Lower Mainland,49.351266,-123.075664,202011,2.6697976471231795,UNKNOWN202011,NOT AVAILABLE,SUBSTATION,IN SERVICE,49.36,-123.11
2537282,2511167.0,521980323,Vancouver,"East of BOULEVARD , North of CEDAR CRS, South of 17TH AVE, West of CYPRESS ST",Planned work being done on our equipment,8,2025-01-10 17:35:00+00:00,2025-01-10 17:33:55+00:00,2025-01-10 21:24:30+00:00,2025-01-11 00:00:00+00:00,2025-01-11 00:00:00+00:00,2025-01-10 17:35:08+00:00,Lower Mainland,49.254622,-123.150374,200090,0.5146593116482652,SPERLING,VANCOUVER,SUBSTATION,IN SERVICE,49.25,-123.15
2537286,2511171.0,1602896846,Courtenay,"1100 block CUMBERLAND RD, 1000 - 1100 block PIERCY AVE",Planned work being done on our equipment,18,2025-01-10 17:40:00+00:00,2025-01-10 17:38:35+00:00,2025-01-10 21:09:14+00:00,2025-01-10 20:00:00+00:00,2025-01-10 20:00:00+00:00,2025-01-10 19:01:03+00:00,North VI,49.682794,-125.004336,200033,2.0126422384823006,PUNTLEDGE,NOT AVAILABLE,SUBSTATION,IN SERVICE,49.69,-125.03
2537288,2511173.0,1602964060,Prince Rupert,"200 block 11TH ST, 1200 block W 2ND AVE",Planned work being done on our equipment,9,2025-01-10 17:45:00+00:00,2025-01-10 17:43:38+00:00,2025-01-10 23:09:49+00:00,2025-01-11 00:00:00+00:00,2025-01-11 00:00:00+00:00,2025-01-10 20:03:48+00:00,Northern,54.306402,-130.336344,200237,1.755241889601327,OLDFIELD,PRINCE RUPERT,SUBSTATION,IN SERVICE,54.31,-130.31
2537290,2511175.0,725364552,Kamloops,100 block VANSTONE RD,Under investigation,1,2025-01-10 19:25:00+00:00,2025-01-10 17:43:49+00:00,2025-01-10 20:11:29+00:00,,,2025-01-10 19:23:01+00:00,Thompson/Shuswap,50.6705,-120.184186,200293,6.833757747241394,VALLEYVIEW,KAMLOOPS,SUBSTATION,IN SERVICE,50.68,-120.28
2537291,2511176.0,521980323,Sechelt,"West of GLADWIN TRAIL RD, East of ROBERTS CREEK RD, South of LARGO RD",Planned work being done on our equipment,108,2025-01-10 18:00:00+00:00,2025-01-10 17:43:54+00:00,2025-01-10 19:47:14+00:00,2025-01-10 23:00:00+00:00,2025-01-10 23:00:00+00:00,2025-01-10 17:46:51+00:00,Lower Mainland,49.420894,-123.635022,200159,9.124857206850212,GIBSONS,NOT AVAILABLE,SUBSTATION,IN SERVICE,49.41,-123.51
2537292,2511177.0,1812901382,Victoria,"1000 block QUEENS AVE, 2100 - 2200 block VANCOUVER ST",Planned work being done on our equipment,26,2025-01-10 17:45:00+00:00,2025-01-10 17:45:04+00:00,2025-01-10 20:11:29+00:00,2025-01-11 00:00:00+00:00,2025-01-11 00:00:00+00:00,2025-01-10 19:01:29+00:00,South VI,48.433296,-123.354917,200068,1.3393303762516033,HORSEY,VICTORIA,SUBSTATION,IN SERVICE,48.44,-123.37
2537293,2511178.0,521980323,Richmond,11000 - 11100 block BRIDGEPORT RD,Planned work being done on our equipment,22,2025-01-10 17:50:00+00:00,2025-01-10 17:46:07+00:00,2025-01-11 02:11:48+00:00,2025-01-11 02:00:00+00:00,2025-01-11 02:00:00+00:00,2025-01-10 23:07:28+00:00,Lower Mainland,49.191233,-123.101888,200087,1.3233356750550158,TAP200087,RICHMOND,TAP,IN SERVICE,49.19,-123.12
2537294,2511179.0,521980323,Surrey,"East of 68A AVE, North of 68 AVE, West of 130TH ST, South of HELSTON CRS",Planned work being done on our equipment,20,2025-01-10 17:55:00+00:00,2025-01-10 17:48:35+00:00,2025-01-11 02:55:18+00:00,2025-01-11 03:00:00+00:00,2025-01-11 03:00:00+00:00,2025-01-10 23:07:31+00:00,Lower Mainland,49.12755,-122.866246,201890,1.7081641948804003,STRAWBERRY HILL,SURREY,SUBSTATION,IN SERVICE,49.14,-122.88
2537295,2511180.0,1812901382,Central Saanich,"North of SEAMOUNT PL, South of WHITE RD, East of WALLACE DR, West of VEYANESS RD",Planned work being done on our equipment,65,2025-01-10 17:50:00+00:00,2025-01-10 17:48:50+00:00,2025-01-10 21:09:14+00:00,2025-01-10 21:00:00+00:00,2025-01-10 21:00:00+00:00,2025-01-10 19:01:29+00:00,South VI,48.581318,-123.415291,200070,1.3173287513322722,KEATING,CENTRAL SAANICH,SUBSTATION,IN SERVICE,48.57,-123.41
2537296,2511181.0,2072041405,Lake Country,14800 - 14900 block OYAMA RD,Planned work being done on our equipment,6,2025-01-10 17:55:00+00:00,2025-01-10 17:54:00+00:00,2025-01-10 22:38:56+00:00,2025-01-11 00:00:00+00:00,2025-01-11 00:00:00+00:00,2025-01-10 18:26:12+00:00,Okanagan/Kootenay,50.09904,-119.36799,200305,5.67471208263749,WOODS LAKE,NOT AVAILABLE,SUBSTATION,IN SERVICE,50.05,-119.39
2537297,2511182.0,725364552,Clearwater,"West of SUNSHINE VALLEY RD, South of ROAD 2 FOREST SERVICE RD, North of OLD N THOMPSON HWY",Planned work being done on our equipment,118,2025-01-10 18:00:00+00:00,2025-01-10 17:56:52+00:00,2025-01-10 19:08:11+00:00,2025-01-10 20:00:00+00:00,2025-01-10 20:00:00+00:00,2025-01-10 18:28:11+00:00,Thompson/Shuswap,51.643722,-120.094617,200289,5.3297700760122435,CLEARWATER TAP,NOT AVAILABLE,TAP,IN SERVICE,51.67,-120.03
2537298,2511183.0,521980323,Surrey,11900 block OLD YALE RD,Planned work being done on our equipment,4,2025-01-10 18:00:00+00:00,2025-01-10 17:58:36+00:00,2025-01-11 00:51:15+00:00,2025-01-11 00:00:00+00:00,2025-01-11 00:00:00+00:00,2025-01-10 23:07:34+00:00,Lower Mainland,49.202352,-122.89199,200109,2.051811746084755,ROYAL 2,NEW WESTMINSTER,SUBSTATION,IN SERVICE,49.2,-122.92
2537301,2511186.0,1812901382,Sidney,9900 block FIFTH ST,Planned work being done on our equipment,32,2025-01-10 18:05:00+00:00,2025-01-10 18:01:17+00:00,2025-01-10 20:11:29+00:00,2025-01-10 19:00:00+00:00,2025-01-10 19:00:00+00:00,2025-01-10 19:01:29+00:00,South VI,48.65192,-123.399797,200071,2.8538334410377697,SIDNEY,NORTH SAANICH,SUBSTATION,IN SERVICE,48.63,-123.42
2537302,2511187.0,1812901382,Mayne Island,"South of VILLAGE BAY RD, West of GLEN ECHO RD, East of Swartz Bay-Galiano Island Ferry RD",Planned work being done on our equipment,425,2025-01-10 18:15:00+00:00,2025-01-10 18:02:41+00:00,2025-01-10 22:29:39+00:00,2025-01-10 22:00:00+00:00,2025-01-10 22:00:00+00:00,2025-01-10 21:00:51+00:00,South VI,48.838673,-123.315348,201839,7.711569339934957,UNKNOWN201839,NOT AVAILABLE,SUBSTATION,IN SERVICE,48.88,-123.4
2537303,2511188.0,1812901382,Sidney,10000 block FIFTH ST,Planned work being done on our equipment,52,2025-01-10 18:05:00+00:00,2025-01-10 18:03:57+00:00,2025-01-10 18:48:50+00:00,2025-01-10 18:45:00+00:00,2025-01-10 18:45:00+00:00,2025-01-10 18:05:10+00:00,South VI,48.654918,-123.400741,200071,3.1111636359127677,SIDNEY,NORTH SAANICH,SUBSTATION,IN SERVICE,48.63,-123.42
2537304,2511189.0,1812901382,Duncan,"East of TRUCK RD, North of JACKSON RD, West of KOKSILAH RD, South of GLENORA RD",Planned work being done on our equipment,42,2025-01-10 18:10:00+00:00,2025-01-10 18:05:19+00:00,2025-01-10 22:09:31+00:00,2025-01-10 21:30:00+00:00,2025-01-10 21:30:00+00:00,2025-01-10 20:47:45+00:00,South VI,48.746747,-123.718968,200058,0.7540388318942317,KOKSILAH TAP,NOT AVAILABLE,TAP,IN SERVICE,48.74,-123.72
2537306,2511191.0,521980323,West Vancouver,"South-East of MARINE DR, West of SEAVIEW PL, North of OCEAN PL",Planned work being done on our equipment,36,2025-01-10 18:10:00+00:00,2025-01-10 18:08:20+00:00,2025-01-10 23:09:49+00:00,2025-01-11 00:00:00+00:00,2025-01-11 00:00:00+00:00,2025-01-10 18:09:53+00:00,Lower Mainland,49.353861,-123.273731,200137,0.8198354510476442,HORSESHOE BAY,WEST VANCOUVER,SUBSTATION,IN SERVICE,49.36,-123.28
2537308,2511193.0,1812901382,Sidney,"North of SEAGRASS RD, South of TRYON RD, East of RESTHAVEN DR",Planned work being done on our equipment,240,2025-01-10 18:10:00+00:00,2025-01-10 18:10:04+00:00,2025-01-10 21:09:14+00:00,2025-01-10 21:00:00+00:00,2025-01-10 21:00:00+00:00,2025-01-10 19:01:30+00:00,South VI,48.666803,-123.403684,200071,4.264236322416035,SIDNEY,NORTH SAANICH,SUBSTATION,IN SERVICE,48.63,-123.42
2537311,2511196.0,1812901382,Saanich,"1500 - 1600 block BARKSDALE DR, 4200 block CHEVERAGE PL",Planned work being done on our equipment,27,2025-01-10 18:25:00+00:00,2025-01-10 18:16:10+00:00,2025-01-11 02:11:48+00:00,2025-01-11 02:00:00+00:00,2025-01-11 02:00:00+00:00,2025-01-11 00:04:36+00:00,South VI,48.481321,-123.333621,200069,2.3164408710476354,GEORGE TRIPP,SAANICH,SUBSTATION,IN SERVICE,48.47,-123.36
2537316,2511201.0,848340027,Williams Lake,2400 block SANDBERG RD,Planned work being done on our equipment,3,2025-01-10 18:35:00+00:00,2025-01-10 18:30:36+00:00,2025-01-10 19:32:49+00:00,2025-01-10 20:30:00+00:00,2025-01-10 20:30:00+00:00,2025-01-10 18:32:03+00:00,Central Interior,52.068752,-122.170579,200184,7.123572917545493,WILLIAMS LAKE,WILLIAMS LAKE,SUBSTATION,IN SERVICE,52.13,-122.14
2537319,2511204.0,521980323,Kent,"North-South of HWY 9 , West of HAIG HWY, East of WALKER RD",Planned work being done on our equipment,6,2025-01-10 18:35:00+00:00,2025-01-10 18:34:04+00:00,2025-01-10 20:11:29+00:00,2025-01-10 20:00:00+00:00,2025-01-10 20:00:00+00:00,2025-01-10 19:11:24+00:00,Lower Mainland,49.227836,-121.769893,200174,2.5714381224830043,KENT,NOT AVAILABLE,SUBSTATION,IN SERVICE,49.25,-121.78
2537324,2511209.0,521980323,Powell River,8000 block SUN CST HWY,Under investigation,32,2025-01-10 19:55:00+00:00,2025-01-10 18:44:00+00:00,2025-01-10 20:47:03+00:00,2025-01-10 20:55:00+00:00,2025-01-10 20:55:00+00:00,2025-01-10 19:57:57+00:00,Lower Mainland,49.795511,-124.47638,200156,2.7612720169861453,TAP200156,NOT AVAILABLE,TAP,IN SERVICE,49.82,-124.47
2537325,2511210.0,1602964060,Terrace,3000 block GOODWIN RD,Planned work being done on our equipment,1,2025-01-10 18:50:00+00:00,2025-01-10 18:47:40+00:00,2025-01-10 20:11:29+00:00,2025-01-10 20:30:00+00:00,2025-01-10 20:30:00+00:00,2025-01-10 18:48:31+00:00,Northern,54.486797,-128.500369,200230,4.635060608818812,TERRACE,NOT AVAILABLE,SUBSTATION,IN SERVICE,54.51,-128.56
2537329,2511214.0,1812901382,Duncan,"2800 block GLEN EAGLE RD, 2800 - 2900 block GLEN EAGLES RD",Equipment failure,5,,2025-01-10 18:54:00+00:00,2025-01-10 22:09:31+00:00,2025-01-10 22:00:00+00:00,2025-01-10 22:00:00+00:00,2025-01-10 21:14:10+00:00,South VI,48.661019,-123.702342,202374,7.616593606639111,SHAWNIGAN LAKE,NOT AVAILABLE,SUBSTATION,IN SERVICE,48.65,-123.6
2537326,2511211.0,2072041405,Cranbrook,"South-East of MOYIE SHORES ESTATES RD, North of ESTATES RD, West of HWY 3/95",Planned work being done on our equipment,11,2025-01-10 19:40:00+00:00,2025-01-10 18:55:08+00:00,2025-01-10 20:11:29+00:00,2025-01-10 19:55:00+00:00,2025-01-10 19:55:00+00:00,2025-01-10 19:39:38+00:00,Okanagan/Kootenay,49.275508,-115.842896,200323,1.0605043635129596,MOYIE LAKE,NOT AVAILABLE,SUBSTATION,IN SERVICE,49.28,-115.83
2537327,2511212.0,521980323,Coquitlam,"North of KING ALBERT AVE, East of LINTON ST, South of WINSLOW AVE, West of MIDVALE ST",Planned work being done on our equipment,14,2025-01-10 19:00:00+00:00,2025-01-10 18:56:13+00:00,2025-01-10 20:27:51+00:00,2025-01-10 22:00:00+00:00,2025-01-10 22:00:00+00:00,2025-01-10 18:57:06+00:00,Lower Mainland,49.252603,-122.839499,202056,2.9209421956267474,UNKNOWN202056,COQUITLAM,SUBSTATION,IN SERVICE,49.23,-122.86
2537331,2511216.0,1602896846,Port Alberni,5700 - 5900 block MERSEY RD,Planned work being done on our equipment,11,2025-01-10 19:05:00+00:00,2025-01-10 19:00:28+00:00,2025-01-10 20:11:29+00:00,2025-01-10 20:00:00+00:00,2025-01-10 20:00:00+00:00,2025-01-10 19:03:12+00:00,North VI,49.27969,-124.832563,200038,3.685044225883652,PORT ALBERNI,PORT ALBERNI,SUBSTATION,IN SERVICE,49.25,-124.81
2537332,2511217.0,521980323,Powell River,5400 block LARCH AVE,Planned work being done on our equipment,1,,2025-01-10 19:00:35+00:00,2025-01-10 19:20:47+00:00,2025-01-10 20:00:00+00:00,2025-01-10 20:00:00+00:00,2025-01-10 19:01:24+00:00,Lower Mainland,49.861726,-124.546288,200155,2.049316161872781,POWELL,NOT AVAILABLE,SUBSTATION,IN SERVICE,49.88,-124.55
2537341,2511226.0,1602964060,Dawson Creek,"South of GOLATA CK RD, North of 222 RD",Motor vehicle accident,86,2025-01-10 20:55:00+00:00,2025-01-10 19:00:56+00:00,2025-01-10 22:38:56+00:00,2025-01-10 23:00:00+00:00,2025-01-10 23:00:00+00:00,2025-01-10 20:54:00+00:00,Northern,56.03644,-120.073239,200268,30.799173058790704,DAWSON CREEK,NOT AVAILABLE,SUBSTATION,IN SERVICE,55.78,-120.26
2537339,2511224.0,1602964060,Fort St. James,"17300 block GERMANSEN LAND RD, MURRAY RIDGE LOOKOUT, GERMANSEN LANDING RD, MURRAY RDG RADIO TWR",Under investigation,4,,2025-01-10 19:01:18+00:00,2025-01-10 19:32:49+00:00,,,2025-01-10 19:10:24+00:00,Northern,54.537317,-124.176459,200217,7.49691679003705,TAKLA FOREST,NOT AVAILABLE,SUBSTATION,IN SERVICE,54.47,-124.17
2537342,2511227.0,521980323,Surrey,"13100 - 13900 block 40 AVE, 13600 - 13800 block 40TH AVE",Under investigation,12,2025-01-10 20:30:00+00:00,2025-01-10 19:05:00+00:00,2025-01-10 21:47:04+00:00,2025-01-10 21:30:00+00:00,2025-01-10 21:30:00+00:00,2025-01-10 20:32:08+00:00,Lower Mainland,49.07536,-122.845597,200120,2.9659381881936904,SURREY,SURREY,SUBSTATION,IN SERVICE,49.1,-122.83
2537347,2511232.0,725364552,Salmon Arm,4800 - 4900 block LEOPOLD RD,Under investigation,6,2025-01-10 20:45:00+00:00,2025-01-10 19:17:00+00:00,2025-01-10 21:32:47+00:00,2025-01-10 21:30:00+00:00,2025-01-10 21:30:00+00:00,2025-01-10 20:56:30+00:00,Thompson/Shuswap,50.951081,-119.381558,200300,30.466358426679022,SALMON ARM,NOT AVAILABLE,SUBSTATION,IN SERVICE,50.69,-119.25
2537350,2511235.0,521980323,Mission,36600 - 36700 block ALBERTA RD,Planned work being done on our equipment,4,2025-01-10 19:20:00+00:00,2025-01-10 19:18:31+00:00,2025-01-10 19:47:14+00:00,2025-01-10 22:30:00+00:00,2025-01-10 22:30:00+00:00,2025-01-10 19:20:10+00:00,Lower Mainland,49.161715,-122.207997,200143,8.496223495492275,MISSION,MISSION,SUBSTATION,IN SERVICE,49.14,-122.32
2537355,2511240.0,848340027,100 Mile House,"5400 block SAUNDERS CRES, 5400 block SAUNDERS CRS",Planned work being done on our equipment,8,2025-01-10 19:30:00+00:00,2025-01-10 19:26:24+00:00,2025-01-10 21:47:04+00:00,2025-01-10 21:30:00+00:00,2025-01-10 21:30:00+00:00,2025-01-10 19:27:24+00:00,Central Interior,51.683572,-121.305305,200187,2.825599055578959,100 MILE HOUSE,NOT AVAILABLE,SUBSTATION,IN SERVICE,51.66,-121.29
2537356,2511241.0,1812901382,Victoria,0 block CAMBRIDGE ST,Equipment failure,1,2025-01-10 21:25:00+00:00,2025-01-10 19:36:00+00:00,2025-01-10 22:38:56+00:00,2025-01-10 22:30:00+00:00,2025-01-10 22:30:00+00:00,2025-01-10 21:37:32+00:00,South VI,48.408045,-123.355164,200068,3.7180581764224008,HORSEY,VICTORIA,SUBSTATION,IN SERVICE,48.44,-123.37
2537362,2511247.0,1602896846,Nanaimo,"North-East of BOWEN RD, West of SPENCER RD, South of LATIMER RD",Under investigation,12,2025-01-10 20:35:00+00:00,2025-01-10 20:05:00+00:00,2025-01-10 21:24:30+00:00,2025-01-10 21:35:00+00:00,2025-01-10 21:35:00+00:00,2025-01-10 20:35:49+00:00,North VI,49.188361,-123.986296,200045,1.0124482433519792,NORTHFIELD,NANAIMO,SUBSTATION,IN SERVICE,49.19,-124.0
2537363,2511248.0,521980323,Kent,5700 block LIMBERT RD,Planned work being done on our equipment,1,2025-01-10 20:10:00+00:00,2025-01-10 20:06:34+00:00,2025-01-10 20:27:51+00:00,2025-01-10 20:45:00+00:00,2025-01-10 20:45:00+00:00,2025-01-10 20:07:41+00:00,Lower Mainland,49.235698,-121.803,200174,2.30583240438372,KENT,NOT AVAILABLE,SUBSTATION,IN SERVICE,49.25,-121.78
2537364,2511249.0,1602964060,Fort St. John,13 3 85 18 W6M,Under investigation,1,2025-01-10 20:50:00+00:00,2025-01-10 20:07:00+00:00,2025-01-10 22:29:39+00:00,2025-01-10 21:20:00+00:00,2025-01-10 21:20:00+00:00,2025-01-10 20:53:54+00:00,Northern,56.346438,-120.768083,200263,13.337874212863698,FORT ST. JOHN,NOT AVAILABLE,SUBSTATION,IN SERVICE,56.23,-120.82
2537367,2511252.0,521980323,Coquitlam,"West of ORLAND DR, North of FOSTER AVE, South-East of WALNUT CRS",Planned work being done on our equipment,56,2025-01-10 20:45:00+00:00,2025-01-10 20:12:46+00:00,2025-01-10 21:24:30+00:00,2025-01-10 22:00:00+00:00,2025-01-10 22:00:00+00:00,2025-01-10 20:45:24+00:00,Lower Mainland,49.257046,-122.841141,200118,3.00365935330473,COMO LAKE,COQUITLAM,SUBSTATION,IN SERVICE,49.26,-122.8
